image_path,image_name,ground_truth
D:\Dataset\UCMerced_LandUse_Dataset\Images\parkinglot\parkinglot69.tif,parkinglot69,parkinglot
D:\Dataset\UCMerced_LandUse_Dataset\Images\parkinglot\parkinglot70.tif,parkinglot70,parkinglot
D:\Dataset\UCMerced_LandUse_Dataset\Images\parkinglot\parkinglot71.tif,parkinglot71,parkinglot
D:\Dataset\UCMerced_LandUse_Dataset\Images\parkinglot\parkinglot72.tif,parkinglot72,parkinglot
D:\Dataset\UCMerced_LandUse_Dataset\Images\parkinglot\parkinglot73.tif,parkinglot73,parkinglot
D:\Dataset\UCMerced_LandUse_Dataset\Images\parkinglot\parkinglot74.tif,parkinglot74,parkinglot
D:\Dataset\UCMerced_LandUse_Dataset\Images\parkinglot\parkinglot75.tif,parkinglot75,parkinglot
D:\Dataset\UCMerced_LandUse_Dataset\Images\parkinglot\parkinglot76.tif,parkinglot76,parkinglot
D:\Dataset\UCMerced_LandUse_Dataset\Images\parkinglot\parkinglot77.tif,parkinglot77,parkinglot
D:\Dataset\UCMerced_LandUse_Dataset\Images\parkinglot\parkinglot78.tif,parkinglot78,parkinglot
D:\Dataset\UCMerced_LandUse_Dataset\Images\parkinglot\parkinglot79.tif,parkinglot79,parkinglot
D:\Dataset\UCMerced_LandUse_Dataset\Images\parkinglot\parkinglot80.tif,parkinglot80,parkinglot
D:\Dataset\UCMerced_LandUse_Dataset\Images\parkinglot\parkinglot81.tif,parkinglot81,parkinglot
D:\Dataset\UCMerced_LandUse_Dataset\Images\parkinglot\parkinglot82.tif,parkinglot82,parkinglot
D:\Dataset\UCMerced_LandUse_Dataset\Images\parkinglot\parkinglot83.tif,parkinglot83,parkinglot
D:\Dataset\UCMerced_LandUse_Dataset\Images\parkinglot\parkinglot84.tif,parkinglot84,parkinglot
D:\Dataset\UCMerced_LandUse_Dataset\Images\parkinglot\parkinglot85.tif,parkinglot85,parkinglot
D:\Dataset\UCMerced_LandUse_Dataset\Images\parkinglot\parkinglot86.tif,parkinglot86,parkinglot
D:\Dataset\UCMerced_LandUse_Dataset\Images\parkinglot\parkinglot87.tif,parkinglot87,parkinglot
D:\Dataset\UCMerced_LandUse_Dataset\Images\parkinglot\parkinglot88.tif,parkinglot88,parkinglot
D:\Dataset\UCMerced_LandUse_Dataset\Images\parkinglot\parkinglot89.tif,parkinglot89,parkinglot
D:\Dataset\UCMerced_LandUse_Dataset\Images\parkinglot\parkinglot90.tif,parkinglot90,parkinglot
D:\Dataset\UCMerced_LandUse_Dataset\Images\parkinglot\parkinglot91.tif,parkinglot91,parkinglot
D:\Dataset\UCMerced_LandUse_Dataset\Images\parkinglot\parkinglot92.tif,parkinglot92,parkinglot
D:\Dataset\UCMerced_LandUse_Dataset\Images\parkinglot\parkinglot93.tif,parkinglot93,parkinglot
D:\Dataset\UCMerced_LandUse_Dataset\Images\parkinglot\parkinglot94.tif,parkinglot94,parkinglot
D:\Dataset\UCMerced_LandUse_Dataset\Images\parkinglot\parkinglot95.tif,parkinglot95,parkinglot
D:\Dataset\UCMerced_LandUse_Dataset\Images\parkinglot\parkinglot96.tif,parkinglot96,parkinglot
D:\Dataset\UCMerced_LandUse_Dataset\Images\parkinglot\parkinglot97.tif,parkinglot97,parkinglot
D:\Dataset\UCMerced_LandUse_Dataset\Images\parkinglot\parkinglot98.tif,parkinglot98,parkinglot
D:\Dataset\UCMerced_LandUse_Dataset\Images\parkinglot\parkinglot99.tif,parkinglot99,parkinglot
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river00.tif,river00,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river01.tif,river01,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river02.tif,river02,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river03.tif,river03,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river04.tif,river04,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river05.tif,river05,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river06.tif,river06,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river07.tif,river07,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river08.tif,river08,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river09.tif,river09,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river10.tif,river10,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river11.tif,river11,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river12.tif,river12,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river13.tif,river13,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river14.tif,river14,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river15.tif,river15,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river16.tif,river16,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river17.tif,river17,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river18.tif,river18,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river19.tif,river19,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river20.tif,river20,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river21.tif,river21,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river22.tif,river22,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river23.tif,river23,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river24.tif,river24,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river25.tif,river25,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river26.tif,river26,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river27.tif,river27,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river28.tif,river28,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river29.tif,river29,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river30.tif,river30,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river31.tif,river31,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river32.tif,river32,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river33.tif,river33,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river34.tif,river34,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river35.tif,river35,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river36.tif,river36,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river37.tif,river37,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river38.tif,river38,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river39.tif,river39,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river40.tif,river40,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river41.tif,river41,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river42.tif,river42,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river43.tif,river43,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river44.tif,river44,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river45.tif,river45,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river46.tif,river46,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river47.tif,river47,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river48.tif,river48,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river49.tif,river49,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river50.tif,river50,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river51.tif,river51,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river52.tif,river52,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river53.tif,river53,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river54.tif,river54,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river55.tif,river55,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river56.tif,river56,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river57.tif,river57,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river58.tif,river58,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river59.tif,river59,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river60.tif,river60,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river61.tif,river61,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river62.tif,river62,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river63.tif,river63,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river64.tif,river64,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river65.tif,river65,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river66.tif,river66,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river67.tif,river67,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river68.tif,river68,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river69.tif,river69,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river70.tif,river70,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river71.tif,river71,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river72.tif,river72,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river73.tif,river73,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river74.tif,river74,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river75.tif,river75,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river76.tif,river76,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river77.tif,river77,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river78.tif,river78,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river79.tif,river79,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river80.tif,river80,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river81.tif,river81,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river82.tif,river82,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river83.tif,river83,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river84.tif,river84,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river85.tif,river85,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river86.tif,river86,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river87.tif,river87,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river88.tif,river88,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river89.tif,river89,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river90.tif,river90,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river91.tif,river91,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river92.tif,river92,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river93.tif,river93,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river94.tif,river94,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river95.tif,river95,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river96.tif,river96,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river97.tif,river97,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river98.tif,river98,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\river\river99.tif,river99,river
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway00.tif,runway00,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway01.tif,runway01,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway02.tif,runway02,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway03.tif,runway03,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway04.tif,runway04,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway05.tif,runway05,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway06.tif,runway06,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway07.tif,runway07,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway08.tif,runway08,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway09.tif,runway09,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway10.tif,runway10,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway11.tif,runway11,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway12.tif,runway12,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway13.tif,runway13,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway14.tif,runway14,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway15.tif,runway15,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway16.tif,runway16,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway17.tif,runway17,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway18.tif,runway18,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway19.tif,runway19,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway20.tif,runway20,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway21.tif,runway21,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway22.tif,runway22,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway23.tif,runway23,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway24.tif,runway24,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway25.tif,runway25,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway26.tif,runway26,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway27.tif,runway27,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway28.tif,runway28,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway29.tif,runway29,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway30.tif,runway30,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway31.tif,runway31,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway32.tif,runway32,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway33.tif,runway33,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway34.tif,runway34,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway35.tif,runway35,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway36.tif,runway36,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway37.tif,runway37,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway38.tif,runway38,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway39.tif,runway39,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway40.tif,runway40,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway41.tif,runway41,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway42.tif,runway42,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway43.tif,runway43,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway44.tif,runway44,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway45.tif,runway45,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway46.tif,runway46,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway47.tif,runway47,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway48.tif,runway48,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway49.tif,runway49,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway50.tif,runway50,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway51.tif,runway51,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway52.tif,runway52,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway53.tif,runway53,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway54.tif,runway54,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway55.tif,runway55,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway56.tif,runway56,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway57.tif,runway57,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway58.tif,runway58,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway59.tif,runway59,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway60.tif,runway60,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway61.tif,runway61,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway62.tif,runway62,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway63.tif,runway63,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway64.tif,runway64,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway65.tif,runway65,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway66.tif,runway66,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway67.tif,runway67,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway68.tif,runway68,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway69.tif,runway69,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway70.tif,runway70,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway71.tif,runway71,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway72.tif,runway72,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway73.tif,runway73,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway74.tif,runway74,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway75.tif,runway75,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway76.tif,runway76,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway77.tif,runway77,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway78.tif,runway78,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway79.tif,runway79,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway80.tif,runway80,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway81.tif,runway81,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway82.tif,runway82,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway83.tif,runway83,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway84.tif,runway84,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway85.tif,runway85,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway86.tif,runway86,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway87.tif,runway87,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway88.tif,runway88,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway89.tif,runway89,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway90.tif,runway90,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway91.tif,runway91,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway92.tif,runway92,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway93.tif,runway93,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway94.tif,runway94,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway95.tif,runway95,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway96.tif,runway96,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway97.tif,runway97,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway98.tif,runway98,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\runway\runway99.tif,runway99,runway
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential00.tif,sparseresidential00,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential01.tif,sparseresidential01,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential02.tif,sparseresidential02,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential03.tif,sparseresidential03,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential04.tif,sparseresidential04,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential05.tif,sparseresidential05,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential06.tif,sparseresidential06,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential07.tif,sparseresidential07,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential08.tif,sparseresidential08,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential09.tif,sparseresidential09,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential10.tif,sparseresidential10,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential11.tif,sparseresidential11,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential12.tif,sparseresidential12,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential13.tif,sparseresidential13,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential14.tif,sparseresidential14,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential15.tif,sparseresidential15,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential16.tif,sparseresidential16,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential17.tif,sparseresidential17,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential18.tif,sparseresidential18,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential19.tif,sparseresidential19,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential20.tif,sparseresidential20,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential21.tif,sparseresidential21,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential22.tif,sparseresidential22,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential23.tif,sparseresidential23,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential24.tif,sparseresidential24,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential25.tif,sparseresidential25,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential26.tif,sparseresidential26,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential27.tif,sparseresidential27,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential28.tif,sparseresidential28,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential29.tif,sparseresidential29,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential30.tif,sparseresidential30,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential31.tif,sparseresidential31,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential32.tif,sparseresidential32,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential33.tif,sparseresidential33,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential34.tif,sparseresidential34,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential35.tif,sparseresidential35,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential36.tif,sparseresidential36,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential37.tif,sparseresidential37,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential38.tif,sparseresidential38,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential39.tif,sparseresidential39,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential40.tif,sparseresidential40,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential41.tif,sparseresidential41,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential42.tif,sparseresidential42,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential43.tif,sparseresidential43,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential44.tif,sparseresidential44,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential45.tif,sparseresidential45,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential46.tif,sparseresidential46,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential47.tif,sparseresidential47,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential48.tif,sparseresidential48,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential49.tif,sparseresidential49,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential50.tif,sparseresidential50,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential51.tif,sparseresidential51,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential52.tif,sparseresidential52,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential53.tif,sparseresidential53,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential54.tif,sparseresidential54,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential55.tif,sparseresidential55,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential56.tif,sparseresidential56,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential57.tif,sparseresidential57,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential58.tif,sparseresidential58,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential59.tif,sparseresidential59,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential60.tif,sparseresidential60,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential61.tif,sparseresidential61,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential62.tif,sparseresidential62,sparseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\sparseresidential\sparseresidential63.tif,sparseresidential63,sparseresidential
